Restaurant_Name,min_price,rating,total_reviews,category,location,province,address,Latitude,Longitude,Province
Mexico Lindo,25,3.9,70,Mexican,toronto,ON,"1618 Bayview Ave Toronto, ON M4S 1T3 Canada",43.7063759,-79.3756998,ON
The Olde Yorke,25,4.4,330,Seafood,toronto,ON,"96 Laird Drive East York, ON M4G 3V3 Canada",43.7062556,-79.3621144,ON
TORA,45,3.8,216,Japanese,toronto,ON,"612B-3401 Dufferin Street Upper Level Toronto, ON M6A 2T9 Canada",43.7251083,-79.4528087,ON
The Oxley,25,3.8,178,Pubs,toronto,ON,"121 Yorkville Avenue Toronto, ON M5R 1C4 Canada",43.6705763,-79.393082,ON
Tinuno,25,4.1,621,Filipino,toronto,ON,"31 Howard Street Toronto, ON M4X 1J6 Canada",43.6711355,-79.3748685,ON
Zezafoun Syrian Cuisine,25,4.5,115,Syrian,toronto,ON,"4 Manor Road E Toronto, ON M4S 1P8 Canada",43.7026971,-79.3970798,ON
Jin Dal Lae,25,4.4,114,Korean,toronto,ON,"647 Bloor Street W Toronto, ON M6G 1L1 Canada",43.6641278,-79.4151531,ON
Katsuya,25,4.3,494,Japanese,toronto,ON,"66 Gerrard Street E Unit 100 Toronto, ON M5B 2M2 Canada",43.6599837,-79.3787898,ON
Tabule Restaurant,25,3.9,287,Middle Eastern,toronto,ON,"2009 Yonge Street Toronto, ON M4S 1Z8 Canada",43.7009583,-79.3968715,ON
Seven Lives Tacos y Mariscos,10,4.4,1500,Mexican,toronto,ON,"72 Kensington Avenue Toronto, ON M5T 2K1 Canada",43.6544782,-79.4008249,ON
Nodo Restaurant,25,4.3,60,Italian,toronto,ON,"794 Saint Clair Avenue W Toronto, ON M6C 1B6 Canada",43.6811343,-79.4298401,ON
Gusto 101,25,4.0,1100,Italian,toronto,ON,"101 Portland Street Toronto, ON M5V 2N3 Canada",43.6451839,-79.4000904,ON
Byblos,50,4.4,901,Mediterranean,toronto,ON,"11 Duncan Street Toronto, ON M5V 3M2 Canada",43.64753,-79.3880145,ON
Budapest Restaurant,25,4.3,85,Hungarian,toronto,ON,"2183 Danforth Ave Toronto, ON M4C 1K4 Canada",43.6861678,-79.3100321,ON
Papyrus,25,4.8,50,Egyptian,toronto,ON,"337 Danforth Avenue Toronto, ON M4K 1N7 Canada",43.6771361,-79.353287,ON
New Orleans Seafood & Steakhouse,45,4.8,170,Seafood,toronto,ON,"267 Scarlett Road Toronto, ON M6N 4L1 Canada",43.6777473,-79.5062584,ON
Insomnia Restaurant & Lounge,25,4.1,1000,Lounges,toronto,ON,"563 Bloor Street W Toronto, ON M5S 1Y6 Canada",43.6650421,-79.4107779,ON
The Belsize Public House,25,3.7,40,Gastropubs,toronto,ON,"535 Mt. Pleasant Road. Toronto, ON M4S 2M5 Canada",43.7026552,-79.3877002,ON
Conspiracy Pizza,25,4.3,61,Pizza,toronto,ON,"858 Eglinton Avenue E Toronto, ON M4G 2B6 Canada",43.7136851,-79.3654162,ON
Stock Bar,45,3.1,118,Steakhouses,toronto,ON,"2388 Yonge Street Toronto, ON M4P 3J5 Canada",43.7092238,-79.3991736,ON
Bolan Thai Cuisine,25,4.1,105,Thai,toronto,ON,"709 Mount Pleasant Road Toronto, ON M4S 2N4 Canada",43.7066343,-79.3892106,ON
Union Social Eatery,25,3.8,170,American (Traditional),toronto,ON,"21 Saint Clair Avenue W Toronto, ON M4V 1K6 Canada",43.6874066,-79.3949353,ON
Banh Mi Boys,10,4.3,122,Vietnamese,toronto,ON,"2365 Yonge Street Toronto, ON M4P 3J6 Canada",43.7091644,-79.3985719,ON
Eataly Toronto,25,3.6,286,Italian,toronto,ON,"55 Bloor Street W Manulife Centre Toronto, ON M4W 1A6 Canada",43.6696176,-79.3886462,ON
Little Sister,25,3.7,218,Indonesian,toronto,ON,"2031 Yonge Street Toronto, ON M4S 1Z9 Canada",43.7016173,-79.3969364,ON
Yukashi Japanese Cuisine,50,4.5,48,Japanese,toronto,ON,"643A Mount Pleasant Road Toronto, ON M4S 2M9 Canada",43.7049457,-79.3886153,ON
Eggstatic,25,4.4,140,Breakfast & Brunch,toronto,ON,"1568 Bayview Avenue Toronto, ON M4G 3B7 Canada",43.7053952,-79.3752945,ON
La Vecchia Ristorante,25,3.7,333,Italian,toronto,ON,"2405A Yonge Street Toronto, ON M4P 2E7 Canada",43.7102236,-79.3989025,ON
Kaiseki Yu-zen Hashimoto,50,4.5,33,Japanese,toronto,ON,"6 Garamond Court Toronto, ON M3C 1Z5 Canada",43.7262091,-79.335554,ON
Flaming Stove,10,4.3,68,Middle Eastern,toronto,ON,"21 Davisville Avenue Toronto, ON M4S 1G3 Canada",43.6981825,-79.3957419,ON
El Sazón de la Tia Flor,10,4.3,30,Mexican,toronto,ON,"1549 O'Connor Drive Toronto, ON M4B 2V7 Canada",43.714705,-79.3051946,ON
Hokkaido Ramen Santouka,25,4.3,58,Ramen,toronto,ON,"2057 Yonge St Toronto, ON M4S 2A2 Canada",43.7021185,-79.3971239,ON
Black Camel,10,4.4,382,Sandwiches,toronto,ON,"4 Crescent Road Toronto, ON M4W 1S9 Canada",43.6772917,-79.3894791,ON
Trattoria Nervosa,25,3.8,401,Italian,toronto,ON,"75 Yorkville Avenue Toronto, ON M5R 1B8 Canada",43.6710317,-79.3910994,ON
Trattoria Nervosa,25,3.8,401,Italian,toronto,ON,"75 Yorkville Avenue Toronto, ON M5R 1B8 Canada",43.6710317,-79.3910994,ON
Pii Nong Thai,25,4.0,66,Thai,toronto,ON,"1677 Bayview Avenue Toronto, ON M4G 3C1 Canada",43.7075984,-79.3756179,ON
Playa Cabana,25,4.0,473,Mexican,toronto,ON,"111 Dupont Street Toronto, ON M5R 1V4 Canada",43.6760364,-79.4011532,ON
Bi Bim Bap,25,4.1,81,Korean,toronto,ON,"950 Eglinton Avenue W Toronto, ON M6C 2C2 Canada",43.7005343,-79.4287204,ON
La Bella Managua,25,4.3,252,Latin American,toronto,ON,"872 Bloor Street W Toronto, ON M6G 1M5 Canada",43.6623086,-79.4250112,ON
LOCAL Public Eatery - Leaside,25,3.6,149,American (Traditional),toronto,ON,"180 Laird Drive Toronto, ON M4G 3V7 Canada",43.7098719,-79.3636071,ON
Pantheon Restaurant,25,4.2,346,Greek,toronto,ON,"407 Danforth Avenue Toronto, ON M4K 1P1 Canada",43.6774731,-79.3513408,ON
Library Bar,45,4.1,127,Lounges,toronto,ON,"100 Front Street W Fairmont Royal York Toronto, ON M5J 1E3 Canada",43.6460303,-79.381388,ON
The Hole In the Wall,25,4.3,172,Pubs,toronto,ON,"2867 Dundas Street W Toronto, ON M6P 1Y9 Canada",43.6652736,-79.4651984,ON
The Monkey Bar,45,4.2,44,Canadian (New),toronto,ON,"3353 Yonge Street Toronto, ON M4N 2M6 Canada",43.7314707,-79.4036249,ON
Local 1794,25,4.1,120,Canadian (New),toronto,ON,"1794 Danforth Avenue Toronto, ON M4C 1H8 Canada",43.6845581,-79.3188315,ON
MIA Brunch Bar,25,4.1,33,Breakfast & Brunch,toronto,ON,"2140 Yonge Street North York, ON M4S 2A8 Canada",43.7036185,-79.3979126,ON
Completo,10,4.4,172,Latin American,toronto,ON,"5 Coady Avenue Toronto, ON M4M 2Y9 Canada",43.6626025,-79.3338376,ON
Completo,10,4.4,172,Latin American,toronto,ON,"337 Broadview Ave Toronto, ON M4M 2H1 Canada",43.6647498,-79.3520836,ON
Queen of Persia,45,4.4,50,Persian/Iranian,toronto,ON,"672A St Clair Avenue W Toronto, ON M6C 1B1 Canada",43.6820007,-79.4254216,ON
Jerusalem Restaurant,25,3.8,96,Middle Eastern,toronto,ON,"955 Eglinton Avenue W York, ON M6C 2C4 Canada",43.7000323,-79.4290223,ON
Jerusalem Restaurant,25,3.8,96,Middle Eastern,toronto,ON,"955 Eglinton Avenue W York, ON M6C 2C4 Canada",43.7000323,-79.4290223,ON
Khau Gully,25,4.1,98,Indian,toronto,ON,"1991 Yonge Street Toronto, ON M4S 1Z8 Canada",43.7005696,-79.3968091,ON
Thairoomgrand,25,4.5,23,Thai,toronto,ON,"288 Eglinton Avenue W Toronto, ON M4R 1B2 Canada",43.7049774,-79.4077427,ON
Thairoomgrand,25,4.5,23,Thai,toronto,ON,"288 Eglinton Avenue W Toronto, ON M4R 1B2 Canada",43.7049774,-79.4077427,ON
Mogouyan Hand-Pulled Noodles,25,4.4,62,Noodles,toronto,ON,"124 Dundas St W Toronto, ON M5G 1C3 Canada",43.6556902,-79.3844703,ON
Mogouyan Hand-Pulled Noodles,25,4.4,62,Noodles,toronto,ON,"124 Dundas St W Toronto, ON M5G 1C3 Canada",43.6556902,-79.3844703,ON
Mogouyan Hand-Pulled Noodles,25,4.4,62,Noodles,toronto,ON,"760 Yonge Street Toronto, ON M4Y 2B6 Canada",43.6694667,-79.3866001,ON
Sunnyside Pavilion Cafe,25,2.8,56,Diners,toronto,ON,"1755 Lake Shore Boulevard W Toronto, ON M6S 5A3 Canada",43.6375567,-79.4563771,ON
Sunnyside Pavilion Cafe,25,2.8,56,Diners,toronto,ON,"1755 Lake Shore Boulevard W Toronto, ON M6S 5A3 Canada",43.6375567,-79.4563771,ON
Antler Kitchen & Bar,45,4.5,289,Canadian (New),toronto,ON,"1454 Dundas Street West Toronto, ON M6J 1Y6 Canada",43.6497178,-79.4305976,ON
Antler Kitchen & Bar,45,4.5,289,Canadian (New),toronto,ON,"1454 Dundas Street West Toronto, ON M6J 1Y6 Canada",43.6497178,-79.4305976,ON
Hot Pot Restaurant,25,4.7,28,Caribbean,toronto,ON,"1545 Eglinton Avenue  W Toronto, ON M6E 2G8 Canada",43.6974719,-79.4413706,ON
Dirty Food Eatery,25,4.4,139,Breakfast & Brunch,toronto,ON,"3070 Dundas Street W Toronto, ON M6P 1Z7 Canada",43.6656109,-79.4719056,ON
Juicy Dumpling,10,4.2,621,Dim Sum,toronto,ON,"280 Spadina Ave Unit M-N Toronto, ON M5T 0A1 Canada",43.653226,-79.3831843,ON
Juicy Dumpling,10,4.2,621,Dim Sum,toronto,ON,"2150 Yonge street Toronto, ON M4S 2A8 Canada",43.7036905,-79.3980483,ON
Hana Don,25,4.1,44,Japanese,toronto,ON,"128 Dundas Street W Toronto, ON M5G 1C3 Canada",43.655732,-79.3845763,ON
Hana Don,25,4.1,44,Japanese,toronto,ON,"1800 Sheppard Ave E Unit 2020 Toronto, ON M2J 5A7 Canada",43.7774091,-79.3444481,ON
Oakwood Hardware Food & Drink,25,4.1,55,Gastropubs,toronto,ON,"337 Oakwood Avenue Toronto, ON M6E 2V8 Canada",43.6862735,-79.4382099,ON
The Queen And Beaver Public House,25,3.8,410,Pubs,toronto,ON,"35 Elm Street Toronto, ON M5G 1H1 Canada",43.6573389,-79.3833118,ON
Pearl Diver,25,4.2,628,Seafood,toronto,ON,"100 Adelaide Street E Toronto, ON M5C 1K9 Canada",43.6515769,-79.3737766,ON
Knuckle Sandwich,25,4.1,119,Poutineries,toronto,ON,"969 Coxwell Avenue Toronto, ON M4C 3G4 Canada",43.6962462,-79.3285751,ON
Momo Hut & Gardens,25,4.7,121,Himalayan/Nepalese,toronto,ON,"401 Danforth Avenue Danforth Toronto, ON M4K 1P1 Canada",43.6775267,-79.3514712,ON
El Charro,10,4.0,88,Mexican,toronto,ON,"788 Broadview ave Toronto, ON M4K 2P7 Canada",43.6771515,-79.3589738,ON
Borrel,25,3.5,20,Modern European,toronto,ON,"1333 Danforth Avenue Toronto, ON M4J 1N1 Canada",43.6819544,-79.3290184,ON
Scaramouche Restaurant Pasta Bar & Grill,50,4.5,335,French,toronto,ON,"1 Benvenuto Place Toronto, ON M4V 2L1 Canada",43.6814371,-79.3998184,ON
Fat Pasha,45,3.8,209,Middle Eastern,toronto,ON,"414 Dupont Street Toronto, ON M5R 1V9 Canada",43.6738488,-79.4117249,ON
Yasu,50,4.5,427,Japanese,toronto,ON,"81 Harbord Street Toronto, ON M5S 1G4 Canada",43.6627374,-79.4031961,ON
Pizza Banfi,25,4.1,35,Italian,toronto,ON,"333 Lonsdale Rd Toronto, ON M5P 1R3 Canada",43.6884375,-79.4131124,ON
Daldongnae,45,4.4,89,Korean,toronto,ON,"658 Bloor Street Toronto, ON M6G 1K9 Canada",43.6642855,-79.4156824,ON
Seoul Food Take-Out,10,4.5,34,Korean,toronto,ON,"606 Sherbourne Street Ground Level Toronto, ON M4X Canada",43.6719658,-79.3768762,ON
Gyubee Japanese Grill - Bloor,45,4.2,317,Barbeque,toronto,ON,"335 Bloor Street W Toronto, ON M5S 1W7 Canada",43.6671472,-79.400645,ON
Sorrel,45,3.6,32,Mediterranean,toronto,ON,"1158 Yonge Street Toronto, ON M4W 2L9 Canada",43.6802296,-79.3910738,ON
Nozomi Fusion Kitchen,25,4.8,20,Asian Fusion,toronto,ON,"3415 Bathurst Street Toronto, ON M6A 2C1 Canada",43.7270115,-79.4312798,ON
Mezes,25,4.0,259,Greek,toronto,ON,"456 Danforth Avenue Toronto, ON M4K 1P4 Canada",43.6781397,-79.3502475,ON
Eastside Social,25,4.3,80,Seafood,toronto,ON,"1008 Queen Street E Toronto, ON M4M 1K1 Canada",43.6614591,-79.3391978,ON
Omai Restaurant,25,4.2,125,Japanese,toronto,ON,"3 Baldwin Street Toronto, ON M5T 1L1 Canada",43.6560802,-79.3926526,ON
Amsterdam Barrel House,25,3.4,65,Breweries,toronto,ON,"87 Laird Drive Toronto, ON M4G 3T7 Canada",43.706078,-79.3614605,ON
Corks Beer & Wine Bars,25,4.5,4,Bars,toronto,ON,"93 Laird Drive Toronto, ON M4G 3V1 Canada",43.7069609,-79.359624,ON
Skylight Rooftop Bar,50,3.8,12,Desserts,toronto,ON,"90 Bloor Street E 9th Floor Toronto, ON M4W 1A7 Canada",43.67087,-79.3845923,ON
Gyubee Japanese Grill - Dundas,45,4.4,206,Japanese,toronto,ON,"157 Dundas St W Toronto, ON M5B 1E4 Canada",43.6551824,-79.3858196,ON
Tokyo Kitchen,25,4.0,168,Japanese,toronto,ON,"20 Charles Street E Toronto, ON M4Y 1T1 Canada",43.6690709,-79.3851306,ON
Yummy Korean Food Restaurant,25,4.0,273,Korean,toronto,ON,"620 Bloor Street W Toronto, ON M6G 1K7 Canada",43.6646826,-79.4140715,ON
Okonomi House Restaurant,10,3.9,315,Japanese,toronto,ON,"23 Charles Street W Toronto, ON M4Y 2R4 Canada",43.668238,-79.3871472,ON
El Nahual Tacos,10,4.5,150,Mexican,toronto,ON,"556 parliament st Toronto, ON M5S 1X2 Canada",43.666945,-79.3692314,ON
Meta Dos Leitoes,25,4.4,7,Portuguese,toronto,ON,"218 Geary Avenue Toronto, ON M6H 2C3 Canada",43.6698507,-79.4385209,ON
Pho Anh Vu,25,4.1,78,Vietnamese,toronto,ON,"3200 Dufferin Street Toronto, ON M6A 3B2 Canada",43.7186746,-79.4562865,ON
TAO Northern Chinese Cuisine,45,3.6,42,Chinese,toronto,ON,"220 Laird Drive Toronto, ON M4G 3X2 Canada",43.7123357,-79.3644713,ON
EAT BKK Thai Kitchen,25,3.8,324,Thai,toronto,ON,"4704 Yonge Street Toronto, ON M2N 5M4 Canada",43.759247,-79.4107601,ON
RH Courtyard Restaurant at RH Toronto,45,3.9,179,Cafes,toronto,ON,"3401 Dufferin Street RH Toronto Toronto, ON M6A 2T9 Canada",43.7249034,-79.4555998,ON
CANO Restaurant,25,4.4,70,Italian,toronto,ON,"1108 St Clair Avenue W Toronto, ON M6E 1A7 Canada",43.6787352,-79.4405939,ON
Mogouyan Hand-Pulled Noodles,25,4.1,87,Noodles,toronto,ON,"124 Dundas St W Toronto, ON M5G 1C3 Canada",43.6556902,-79.3844703,ON
Mogouyan Hand-Pulled Noodles,25,4.1,87,Noodles,toronto,ON,"124 Dundas St W Toronto, ON M5G 1C3 Canada",43.6556902,-79.3844703,ON
Mogouyan Hand-Pulled Noodles,25,4.1,87,Noodles,toronto,ON,"760 Yonge Street Toronto, ON M4Y 2B6 Canada",43.6694667,-79.3866001,ON
The Wren,25,4.2,219,Bars,toronto,ON,"1382 Danforth Avenue Toronto, ON M4J 1M9 Canada",43.6826628,-79.3281466,ON
The Eagle Twins Restaurant,10,4.1,16,Breakfast & Brunch,toronto,ON,"954 St Clair Avenue W Toronto, ON M6E 1A1 Canada",43.6796994,-79.4359935,ON
Mapo Gamjatang,25,4.1,91,Korean,toronto,ON,"4916 Yonge Street Toronto, ON M2N 5N5 Canada",43.764202,-79.4121257,ON
Mabu Generation,25,4.2,54,Taiwanese,toronto,ON,"575 Yonge Street Toronto, ON M4Y 1Z3 Canada",43.6656019,-79.3846082,ON
Nomé Izakaya,45,4.0,721,Lounges,toronto,ON,"4848 Yonge Street Toronto, ON M2N 5N2 Canada",43.7625081,-79.411549,ON
Itacate,25,4.5,57,Mexican,toronto,ON,"998 St. Clair Avenue W Toronto, ON M6E 1A2 Canada",43.679555,-79.4372325,ON
The House On Parliament,25,4.1,317,British,toronto,ON,"454 Parliament Street Toronto, ON M5A 3A2 Canada",43.6635855,-79.3679113,ON
Jatujak,25,4.0,402,Food Delivery Services,toronto,ON,"1744 Victoria Park Avenue Toronto, ON M1R 1R4 Canada",43.7360982,-79.3079429,ON
MEXITACO,25,3.8,153,Mexican,toronto,ON,"1109 Victoria Park Avenue Toronto, ON M4B 2K2 Canada",43.7086279,-79.2955738,ON
Beach Hill Smokehouse,25,4.3,146,Barbeque,toronto,ON,"172 Main Street S Toronto, ON M4E 2W1 Canada",43.6841063,-79.3004064,ON
Khmer Thai Restaurant,25,4.1,139,Thai,toronto,ON,"1018 St Clair Avenue W Toronto, ON M6E 1A4 Canada",43.6792837,-79.4378243,ON
Sea Witch Fish and Chips,25,4.0,136,Fish & Chips,toronto,ON,"636 Saint Clair Avenue W Toronto, ON M6C 1A9 Canada",43.6822977,-79.4240366,ON
Big Bear Donair,25,4.3,27,Donairs,whitehorse,YT,"4161 4 Avenue Whitehorse, YT Y1A 1J5 Canada",60.7229717,-135.0591426,YT
Burnt Toast,25,4.0,119,Breakfast & Brunch,whitehorse,YT,"2112 2nd Avenue Whitehorse, YT Y1A 1B9 Canada",60.7202238,-135.0529502,YT
Asahiya Japanese Restaurant,25,4.3,13,Japanese,whitehorse,YT,"309 Jarvis Street Whitehorse, YT Y1A 2H3 Canada",60.7211728,-135.0573227,YT
G & P Steak House & Pizza,25,3.5,13,Pizza,whitehorse,YT,"209 Main Street Whitehorse, YT Y1A 2B2 Canada",60.7191761,-135.0533582,YT
Yukon Meat & Sausage,25,4.4,9,Meat Shops,whitehorse,YT,"203 Hanson Street Whitehorse, YT Y1A 1Y3 Canada",60.7170895,-135.0509081,YT
Pickapeppa,25,3.8,15,Caribbean,whitehorse,YT,"2074 2nd Avenue Whitehorse, YT Y1A 1B1 Canada",60.7169877,-135.0504417,YT
VIETNAMESE CUISINE PHO FIVE STAR,25,3.1,22,Vietnamese,whitehorse,YT,"2190 2nd Avenue Whitehorse, YT Y1A 5N6 Canada",60.7256693,-135.0580578,YT
Earls Kitchen + Bar,25,3.4,27,Canadian (New),whitehorse,YT,"Unit 101 - 9016 Quartz Road Whitehorse, YT Y1A 2Z5 Canada",60.7321024,-135.0658225,YT
Giorgios Cuccina,45,3.4,25,Italian,whitehorse,YT,"206 Jarvis Street Whitehorse, YT Y1A 2H2 Canada",60.7219179,-135.0553005,YT
Baked-Cafe & Bakery,10,4.1,44,Coffee & Tea,whitehorse,YT,"108-100 Main Street Whitehorse, YT Y1A 2A8 Canada",60.7200924,-135.0509648,YT
Gold Pan Saloon,25,3.3,17,Bars,whitehorse,YT,"Best Western Gold Rush Inn 411 Main Street Whitehorse, YT Y1A 2B6 Canada",60.71845,-135.05772,YT
Sanchez Cantina,25,3.7,46,Mexican,whitehorse,YT,"211 Hanson Street Whitehorse, YT Y1A 1Y3 Canada",60.7167411,-135.0518591,YT
Golden Sakura Sushi,25,4.2,20,Japanese,whitehorse,YT,"404 Wood Street Whitehorse, YT Y1A 2E8 Canada",60.720558,-135.058168,YT
The Java Connection,25,4.3,7,Breakfast & Brunch,whitehorse,YT,"3125 3rd Avenue Whitehorse, YT Y1A 1E6 Canada",60.7206837,-135.0538365,YT
New Asia Restaurant,10,3.5,6,Seafood,whitehorse,YT,"102 Wood St Whitehorse, YT Y1A 2E3 Canada",60.7217282,-135.0526145,YT
Boston Pizza,25,2.7,24,Pizza,whitehorse,YT,"2241 2nd Ave Whitehorse, YT Y1A 5W1 Canada",60.7300748,-135.0618749,YT
Tim Hortons,10,2.8,8,Breakfast & Brunch,whitehorse,YT,"2210 Second Ave Whitehorse, YT Y1A 1C8 Canada",60.7274666,-135.0588105,YT
Tonimoes,25,2.7,3,Canadian (New),whitehorse,YT,"101 Main Street Whitehorse, YT Y1A 0G5 Canada",60.7198445,-135.0504364,YT
Subway,10,1.0,1,Sandwiches,whitehorse,YT,"Yukon Centre Mall 2190 2nd Avenue Whitehorse, YT Y1A 5N6 Canada",60.7255426,-135.0577855,YT
Subway,10,1.0,1,Sandwiches,whitehorse,YT,"200 Hamilton Boulevard Whitehorse, YT Y1A 0A6 Canada",60.7312066,-135.0990031,YT
A&W,10,2.3,6,Fast Food,whitehorse,YT,"2222 2nd Avenue Whitehorse, YT Y1A 1C8 Canada",60.728123,-135.0594004,YT
Sun Fortune Restaurant,25,4.3,36,Chinese,winnipeg,MB,"2077 Pembina Hwy Winnipeg, MB R3T 5J9 Canada",49.8149583,-97.1536379,MB
Yujiro Japanese Restaurant,25,4.4,48,Japanese,winnipeg,MB,"1822 Grant Avenue Winnipeg, MB R3N 0N3 Canada",49.8567336,-97.20147,MB
OEB Breakfast,25,3.3,21,Breakfast & Brunch,winnipeg,MB,"100 - 330 Main Street Winnipeg, MB R3C 0Y7 Canada",49.8940336,-97.1382191,MB
Deer + Almond,25,4.3,73,Tapas Bars,winnipeg,MB,"85 Princess Street Winnipeg, MB R3B 1K4 Canada",49.8978751,-97.1423672,MB
Brazen Hall,25,3.6,67,Canadian (New),winnipeg,MB,"800 Pembina Highway Winnipeg, MB R3M 2M7 Canada",49.8572728,-97.15098,MB
Clementine,25,4.6,141,Cafes,winnipeg,MB,"123 Princess Street Winnipeg, MB R3B 1K8 Canada",49.8990129,-97.1415883,MB
Fusion Grill,45,4.3,36,Canadian (New),winnipeg,MB,"550 Academy Road Winnipeg, MB R3N 0E3 Canada",49.8741313,-97.1974105,MB
Bellissimo Restaurant & Lounge,25,4.0,21,Italian,winnipeg,MB,"877 Waverley Street Winnipeg, MB R3T 5V3 Canada",49.8449163,-97.1806142,MB
Sous Sol,50,4.9,16,French,winnipeg,MB,"222 Osborne Street Unit 22 Winnipeg, MB R3L 1Z3 Canada",49.8756135,-97.1423302,MB
Asian Hot Pot,25,4.1,14,Hot Pot,winnipeg,MB,"740 Corydon Avenue Winnipeg, MB R3M 0W6 Canada",49.870554,-97.1529167,MB
The Merchant Kitchen,25,4.0,34,Cocktail Bars,winnipeg,MB,"314 Donald Street Winnipeg, MB R3B 2B9 Canada",49.8943208,-97.1442907,MB
Marion Street Eatery,25,4.2,55,Canadian (New),winnipeg,MB,"393 Marion Street Winnipeg, MB R2H Canada",49.8821763,-97.1090184,MB
BMC Market,10,4.4,27,Mexican,winnipeg,MB,"722 Osborne Street Winnipeg, MB R3L Canada",49.8616832,-97.1313232,MB
Pho Hoang,25,4.4,67,Vietnamese,winnipeg,MB,"794 Sargent Avenue Suite 5 Winnipeg, MB R3E 0B7 Canada",49.8965239,-97.1677904,MB
Tre Visi Cafe,25,4.5,13,Italian,winnipeg,MB,"926 Grosvenor Avenue Winnipeg, MB R3M 2W9 Canada",49.8704604,-97.1630418,MB
Vera,25,4.8,9,Pizza,winnipeg,MB,"670 Osborne Street Winnipeg, MB R3L 2B9 Canada",49.8626329,-97.1321393,MB
Bonfire Bistro,45,3.9,20,Italian,winnipeg,MB,"1433 Corydon Avenue Winnipeg, MB R3N 0J2 Canada",49.8635921,-97.1851188,MB
Peasant Cookery,45,4.0,61,French,winnipeg,MB,"283 Bannatyne Avenue Winnipeg, MB R3B 1M3 Canada",49.8984842,-97.1412977,MB
Harth Mozza & Wine Bar,45,4.0,36,Italian,winnipeg,MB,"980 St Anne's Road Winnipeg, MB R2M 2X9 Canada",49.818728,-97.0813004,MB
IGI BBQ and Sushi Bistro,25,3.5,26,Sushi Bars,winnipeg,MB,"10-1875 Pembina Highway Winnipeg, MB R3T 2G6 Canada",49.8217704,-97.1546952,MB
East India Company Pub & Eatery,25,4.1,91,Indian,winnipeg,MB,"349 York Avenue Winnipeg, MB R3C 3S9 Canada",49.8887807,-97.1432601,MB
Cafe Dario,45,4.5,22,Latin American,winnipeg,MB,"1390 Erin Street Winnipeg, MB R3E 2S8 Canada",49.9009183,-97.1840769,MB
Santa Ana Pizzeria & Bistro,25,4.5,23,Pizza,winnipeg,MB,"1631 St. Mary's Road Unit F Winnipeg, MB R2N 1Z4 Canada",49.8197103,-97.111791,MB
The Palm Room,25,4.1,10,Cocktail Bars,winnipeg,MB,"222 Broadway Winnipeg, MB R3C 0R3 Canada",49.8879884,-97.1367387,MB
Enoteca,45,4.2,30,Tapas Bars,winnipeg,MB,"A-1670 Corydon Avenue Winnipeg, MB R3N 0J7 Canada",49.8634162,-97.1961755,MB
Ichiban Japanese Steakhouse,45,3.8,20,Japanese,winnipeg,MB,"189 Carlton St Winnipeg, MB R3C 3H7 Canada",49.889776,-97.144192,MB
The Grove Pub & Restaurant,25,4.0,24,British,winnipeg,MB,"164 Stafford St Winnipeg, MB R3M 2V8 Canada",49.8707268,-97.1632326,MB
JOEY Polo Park,25,4.3,54,Canadian (New),winnipeg,MB,"635 Saint James St Winnipeg, MB R3G 3R4 Canada",49.8816013,-97.2011837,MB
Izakaya Edokko,25,4.3,20,Sushi Bars,winnipeg,MB,"190 Smith Street Winnipeg, MB R3C 1J8 Canada",49.8904789,-97.1406845,MB
Tipsy Cow,25,3.5,13,Bars,winnipeg,MB,"285 Portage Avenue Winnipeg, MB R3B 2B4 Canada",49.8942535,-97.1426636,MB
Capital Grill and Bar,25,4.0,30,Seafood,winnipeg,MB,"3116 Roblin Boulevard Winnipeg, MB R3R 0C1 Canada",49.8678265,-97.2526514,MB
Cibo Waterfront Cafe,25,3.5,46,Mediterranean,winnipeg,MB,"339 Waterfront Drive Winnipeg, MB R3B 0G8 Canada",49.8987619,-97.1318846,MB
Bistro Dansk,25,4.4,14,Modern European,winnipeg,MB,"63 Sherbrook St Winnipeg, MB R3C 2B2 Canada",49.8806063,-97.159425,MB
529 Wellington,50,3.9,74,Steakhouses,winnipeg,MB,"529 Wellington Cresent Winnipeg, MB R3M 0A1 Canada",49.876662,-97.1613829,MB
Komodo Chinese Restaurant,25,4.3,3,Chinese,winnipeg,MB,"1031 Autumnwood Dr Winnipeg, MB R2J 1C6 Canada",49.8630345,-97.0774514,MB
Wood Tavern & Grill,25,3.3,6,Barbeque,winnipeg,MB,"112 Marion St Winnipeg, MB R2H 0T1 Canada",49.881131,-97.1240029,MB
Dancing Noodle,10,3.6,8,Chinese,winnipeg,MB,"1393A Pembina Highway Winnipeg, MB R3T 2B8 Canada",49.8384744,-97.1517795,MB
The Blue Marble Restaurant & Lounge,25,4.2,22,Tapas/Small Plates,winnipeg,MB,"1979 Wellington Avenue Winnipeg, MB R3H 1H5 Canada",49.9047955,-97.2249427,MB
Saperavi,45,4.8,16,Middle Eastern,winnipeg,MB,"709 Corydon Avenue Winnipeg, MB R3M 0W4 Canada",49.8714792,-97.1521675,MB
Moxies,45,3.3,54,Steakhouses,winnipeg,MB,"1750 Sargent Ave Winnipeg, MB R3H 0C7 Canada",49.8973866,-97.2035016,MB
