Restaurant Name,Rating,Category,Address,,,
Sushi Shop ,0,Japanese,"615 Boulevard Wilfrid-Hamel, #621b, Québec, QC G1M 2T4",,,
Zeitoun Cuisine Libanaise,0,Lebanese,"250 Boulevard Wilfrid-Hamel, Quebec, QC G1L 5A7",,,
Rock'n Deli ,0,Sandwiches,"5401 Boulevard Des Galeries, Ville De Québec, Qc G2k 1n4, Canada, Québec G2K 1N4",,,
L'Essentiel Marché Express - FC Gourmet,4.1,Halal,"2276 Ch Ste-Foy, Québec, Qc G1V 1S7",,,
Café La Maison Smith ,0,Juice & Smoothies,"2012 Chemin Saint-Louis, Quebec, QC G1T 1P1",,,
Piment Vert ,0,Burgers,"1750 Rue Du Périgord, Quebec, QC G1G 5X3",,,
La Chaude Assiette,0,American,"8500 Boulevard Henri-Bourassa, Quebec, QC G1G",,,
McDonald's ,4,Burgers,"4840 52 Ave, Red Deer, AB T4N 6Y8",,,
Starbucks ,4.7,Bakery,"6380 50th Avenue, Red Deer, AB T4N",,,
Popeyes Louisiana Kitchen ,4.5,American,"7414 50 Avenue, Red Deer, AB T4P 1X7",,,
A&W ,4.6,Fast food,"6320 50th Ave, 58, Red Deer, AB T4N",,,
7-Eleven ,4.6,Wings,"3803 40 Ave, Red Deer, AB T4N 2W4",,,
Tim Hortons ,4.5,Bakery,"5111 22nd St , Unit 3, Red Deer, AB T4R 2K1",,,
Burger King ,4.5,American,"7142 50th Avenue, Red Deer, AB T4P",,,
M&M Food Market ,0,Grocery,"2250 - 50th Avenue, Red Deer, NAMER T4R1W6",,,
Dairy Queen ,4.6,American,"2110 90 Thorburn Ave, Red Deer, AB T4N 3Z3",,,
Arby's - Red Deer,4.7,Sandwich,"6880 50 Avenue, Red Deer, NAMER T4N 4E3",,,
Little Caesars ,0,Pizza,"6791 50 Avenue #9, Red Deer, AB T4N 4C9",,,
Mandarin Restaurant BBQ&Grill,4.4,BBQ,"6712 50 Avenue, Red Deer, AB T4P",,,
Pinch of Spice,0,Vegetarian,"Unit 110, 2 Jewell Street Red Deer, Ab T4p 4g8,",,,
Pink Bow Restaurant,4.7,Japanese,"6791 50 Avenue, Unit 19, Red Deer, AB T4P",,,
Wayback Burgers ,4.4,Burgers,"2404 50 Avenue Unit 150, Red Deer, NAMER T4R 1M3",,,
Swiss Chalet ,0,American,"5111-22nd St, Red Deer, AB T4R 2K1",,,
Denny's ,4.6,Breakfast and brunch,"2940 50th Ave, Red Deer, AB T4R 1M4",,,
Western Pizza,0,Pizza,"5431 43 St, Red Deer, AB T4N 1C8",,,
The Donut Mill,0,Desserts,"123 Leva Avenue Red Deer County, Ab T4e 1b2 Canada,",,,
Panago Pizza - 3321 50th Avenue,0,Fast food,"3321 50 Avenue #120,  Red Deer, T4n 3y2 Can,",,,
Montana's ,4.5,Steak,"2004 - 50th Ave, Unit 195, Red Deer, AB T4R 3A2",,,
Edo Japan -  Gaetz South,4.5,Asian,"3321 50 Ave, Red Deer, AB T4N 3Y2",,,
Wok Box ,4.4,Thai,"5250 22 Street, Red Deer, NAMER T4R 1W5",,,
KFC ,4.3,American,"4834 - 53rd Street, Red Deer, AB T4N 2E8",,,
The Hideout,0,Comfort food,"411 Lantern Street, Red Deer, AB T4E 0A5",,,
Wendy's ,4.7,Fast food,"6781 Gaetz Avenue, Red Deer, AB T4N 4C9",,,
MOXIES ,4.2,American,"2828 Gaetz Avenue, Red Deer, AB T4R",,,
Gangnam & CoCo,4.6,Korean,"148 Leva Avenue, Red Deer, NAMER T4N",,,
China House,0,Chinese,"8 Conway St #160 Red Deer, Ab T4p 0m9,",,,
Yummy Noodle,0,Chinese,"6730 Taylor Dr, 530 Red Deer, Ab T4p 1x5,",,,
Munchies Poutinerie,0,Poutine,"6730 Taylor Drive, Red Deer, , T4p 1k4,",,,
Canadian Pizza Unlimited ,4.6,Pizza,"27 Clearview Market Way, 110, Red Deer, AB T4P",,,
PetSmart ,0,Pet supplies,"760,5001 19 St Red Deer, Ab T4r 3r1 Ca,",,,
Cosmic Pizza & Donair ,4.4,Pizza,"3215 49 Ave, Unit 113, Red Deer, AB T4N 0M8",,,
Pizza Hut ,0,Pizza,"3434 50 Ave, Red Deer, Ab T4N",,,
Piccolos Pizza and Pasta,3.5,American,"6730 Taylor Dr, Red Deer, NAMER T4P 1K4",,,
Foodie Bros,0,Korean,"4949 49 St, Red Deer, AB T4N 1V1",,,
Papa John's ,4.7,Pizza,"3701 50th Av #1, Red Deer, AB T4N",,,
Harvey's ,4,American,"5111 - 22nd Street, Red Deer, AB T4R 2K1",,,
Red Swan Pizza ,4.5,Pizza,"6005 67a St , Unit 130, Red Deer, AB T4P 2Z9",,,
Subway ,0,American,"206-4900 Molly Bannister Dr, Red Deer, AB T4R",,,
Indian BBQ and Grill,4.3,Indian,"5431 43 Street, Red Deer, AB T4N 1C8",,,
Mary Brown's Chicken ,0,American,"6858 50th Avenue Unit 2 Red Deer, Ab T4n 4e3,",,,
Quiznos ,4.4,Sandwiches,"6842 50th Ave. N, Red Deer, AB T4N 4E3",,,
George's Pizza & Steak House,0,Pizza,"6715 Gaetz Avenue Red Deer, Ab T4n Canada,",,,
Freshslice Pizza ,4.7,Fast food,"69 Dunlop St , Unit 5, Red Deer, Alberta T4R 2H6",,,
Loaded Pierogi ,4.1,Comfort food,"3321 50 Ave, Red Deer, AB T4N 3Y2",,,
Local Croffle House,0,Asian fusion,"7150 50 Avenue, Red Deer, AB T4N",,,
Tandoor n' Flame Restaurant & Sweets,4.4,Indian,"4807 50 Ave, 108, Red Deer, AB T4N 4A5",,,
The Granary Kitchen,0,Breakfast and brunch,"1935 50 Avenue, Red Deer, NAMER T4R 1Z4",,,
Better Bee Cooking,5,Thai,"6842 50 Avenue Unit 6, Red Deer, Ab, T4n 4e3,",,,
Quality Donair,4.4,Comfort food,"2325 50 Ave, 116, Red Deer, AB T4R 1L2",,,
Little Caesars ,0,Pizza,"5111 22 Street , Unit C10, Red Deer, AB T4R 2K1",,,
Red Star Chinese Restaurant,4.6,Asian,"3301 50 Avenue #4 Red Deer, Ab T4N",,,
Taco Time ,4.3,Burritos,"6702 Golden West Avenue, Red Deer, AB T4P 1A8",,,
BarBurrito: Alberta: Red Deer Clearview,4.6,Mexican,"7 Chambers Avenue #160, Red Deer, AB T4P 0G7",,,
Chachi's ,0,Italian,"Unit 211,
4900 Molly Banister Drive, Red Deer, Alberta T4R 1N9",,,
Indian Kitchen Bar and Grill,0,Indian,"5018 45 St, Red Deer, NAMER T4N 1K9",,,
Pizza 73 ,4.1,Pizza,"4912 43 St, Red Deer, AB T4N 5K6",,,
Indian Flame & Pizza,0,Indian,"3 Ironside St Unit 130, Red Deer, AB T4R 3G8",,,
Tiffany's,0,Seafood,"3515 50 Ave, Red Deer, NAMER T4N",,,
Guac Mexi Grill,4.5,Mexican,"3120-90 Thorburn Ave, Unit 103, Red Deer, Ab, T4p3g4,",,,
Blaze Pizza ,0,American,"159 Leva Avenue, Red Deer, AB T4E 1B9",,,
Monsieur Wongs,0,Chinese: Cantonese,"3515 50 Avenue , Red Deer, AB T4N",,,
On the Run 40004 ,0,Everyday Essentials,"4023 Ross St, Red Deer, AB T4N 1W5",,,
Saro's Restaurant,0,Italian,"4914 52 Street, Red Deer, AB T4N",,,
Pegasus 2 for 1 Pizza,0,Pizza,"4914 52 Street, Red Deer, AB T4N 2C8",,,
Share-A-Tea Gallon Milk Tea Ltd.,0,Asian,"129 Leva Ave, Red Deer County, AB T4E 1B2",,,
Share-a-Tea Gallon Milk Tea,0,Asian,"2325 50 Ave, Red Deer, AB T4R 1L2",,,
Taco Bell ,3.8,Burritos,"6889 50th Ave, Red Deer, AB T4P",,,
Addy's Middle Eastern Cuisine,0,Middle Eastern,"2-3608 50 Ave Red Deer, Ab T4n 3y6 Canada,",,,
Chef's Hut Shawarma & Donair,0,Middle Eastern,"3020 22 Street #130, Red Deer, NAMER T4R 0H5",,,
COBS Bread ,0,Bakery,"2004 50th Ave, 171, Red Deer, AB T4R",,,
New York Fries ,0,American,"512 4747 67 Street, Red Deer, AB T4N",,,
Quesada Burritos and Tacos ,4.4,Burritos,"2404 50 Ave, Unit 140, Red Deer, AB T4R 1M3",,,
Gravy Boat ,0,Burgers,"4807 50 Avenue, Unit #108 Red Deer, Ab T4n 4a5 Canada,",,,
Cafe Séne,0,Breakfast and brunch,"146 Erickson Drive, Red Deer, NAMER T4R 2C3",,,
King Donair Chicken Shawarma Mediterranean Food,0,Mediterranean,"4942 50 St, Red Deer, AB T4N 1X7",,,
Mucho Burrito ,4.9,Mexican,"69 Dunlop St #6, Red Deer, AB T4R",,,
Buffalo Wild Wings ,0,wings,"4536 I-75 Business Spur, Sault Ste. Marie, MI 49783",,,
Buddy V's Cake Slice ,0,Desserts,"3642 West 12 Mile Road, Dafter, MI 49724",,,
﻿Restaurant Name,Rating,Category,Address,,,
McDonald's ,4.2,Burgers,"975, Rue King Est, Sherbrooke, QC J1G",,,
Boston Pizza ,4.6,pasta,"550 Rue Jean-Paul-Perrault, Sherbrooke, QC J1L 3A6",,,
Pizza Pizza ,4.5,Pizza,"2755 Rue King Ouest, Sherbrooke, QC J1L 1C1",,,
Village Grec,4.9,Pizza,"1320 Rue Denault, Sherbrooke, QC J1H",,,
Dégustateurs Cantine Moderne,4.8,Comfort food,"2222 Rue King Est, Sherbrooke, QC J1G 5G8",,,
Pizza Avenue ,4.7,Pizza,"1135 13e Avenue N, Sherbrooke, QC J1E",,,
Da Toni Pronto,4.6,Pasta,"42 Boulevard Jacques-Cartier Nord, Sherbrooke, QC J1J 2Z8",,,
Principe Pizza-Pasta,4.3,Italian,"1824 Rue King O, Sherbrooke, QC J1J 0A2",,,
Bistro Belvédère,4.3,Burgers,"201 Rue Du Dépôt, Sherbrooke, QC J1H 5E9",,,
Délices et Passion,4.6,Desserts,"1506 Rue King O Sherbrooke, Québec J1j 2c2 Canada,",,,
Burger King ,4.4,American,"925 Rue King Est, Sherbrooke, NAMER J1G 1E3",,,
Resto bar chez stanley,0,Seafood,"1180 Rue King E, Sherbrooke, Qc J1G 1E4",,,
Fromagerie Victoria ,4.7,salad,"4590 Boulevard Bourque Sherbrooke, Qc J1n 2a8,",,,
Pizza Salvatoré ,4.2,Pizza,"901 Rue King E, Sherbrooke, QC J1G 1E3",,,
Brad's Gourmet,0,American,"127 Rue Queen, Sherbrooke, QC J1M 1J7",,,
Coco Frutti ,4.6,Breakfast and brunch,"416 Rue Belvédère Sud, Sherbrooke, QC J1H",,,
Kuto Comptoir à Tartares ,4.7,Japanese,"1705 Rue King Ouest Sherbrooke, Qc J1J",,,
St-Hubert ,4.4,Comfort food,"1818 Rue King E, Sherbrooke, QC J1G",,,
A&W ,4.5,Fast food,"2193 Rue King Ouest, Sherbrooke, J1J",,,
Poulet Poulet ,4.4,Wings,"2755 Rue King Ouest, Sherbrooke, QC J1L 1C1",,,
Cora ,4.6,Breakfast and brunch,"3200 B Rue King Ouest , Suite B180, Sherbrooke, QC J1J",,,
Ben & Florentine ,3.9,Sandwich,"2015 12 Ave N Local 550, Sherbrooke, QC J1E 4J5",,,
Les Aliments M&M ,0,Grocery,"2760 King Street West., Sherbrooke, NAMER J1L1C5",,,
La Cage ,4.3,Canadian,"2655, Rue King O, Sherbrooke, QC J1L 2G4",,,
Walmart ,0,Grocery,"4050 Boulevard Josaphat-Rancourt, Sherbrooke, Québec J1L 3C6",,,
Metro ,4.1,Grocery,"1905 Rue Belvédère S, Sherbrooke, NAMER J1H 5S1",,,
Rest-O-Parc Belvédère,4.8,Burgers,"472 Rue Thibault, Sherbrooke, QC J1H 6G7",,,
Super C ,4.7,Grocery,"1775 Rue King E, Sherbrooke, NAMER J1E 4J9",,,
Costco ,4.2,Grocery,"3800 Boulevard De Monseigneur-Fortier, Sherbrooke, QC J1L 0J6",,,
Le Snack Poutines,4.5,Friterie,"146 Rue Wellington N, Sherbrooke, QC J1H 5C5",,,
Pacini ,4.3,Italian,"2960 Rue King Ouest, Sherbrooke, QC J1L 1Y7",,,
Harvey's ,4.5,Burgers,"2360 Rue King Ouest, Sherbrooke, QC J1J",,,
Coco Loco ,4.5,Breakfast and brunch,"2680 Rue King Ouest, Sherbrooke, NAMER J1L 1C5",,,
Subway ,4.6,American,"2110 Rue King E, Sherbrooke, QC J1G 5G7",,,
Dépanneur OhDep!,4.4,Convenience,"147 Rue Alexandre, Sherbrooke, QC J1H 4S5",,,
Coq-O-Bec Sherbrooke,4.5,Comfort food,"1139 Chemin Des Pélerins, Sherbrooke, QC J1E 1G6",,,
Eggsquis ,0,Breakfast and brunch,"3143 Boulevard De Portland, Sherbrooke, QC J1L",,,
KFC ,3.8,American,"736 Rue King Est, Sherbrooke, QC J1G 1C4",,,
Louis Luncheonette ,4.6,Breakfast and brunch,"260 Rue King Ouest, Sherbrooke, QC J1H 1R1",,,
Starbucks ,4.6,Bakery,"2201 Rue King O, Sherbrooke, QC J1J 2G2",,,
Mikes ,4.4,Italian,"735 Rue King E, Sherbrooke, Quebec J1E",,,
Di Me Tutto Pizzeria,4.4,Pizza,"182 Rue Wellington N, Sherbrooke, Québec J1H 5C5",,,
Grillades Torino ,4.6,Middle Eastern,"3050 Boul De Portland, #113, Sherbrooke, QC J1L",,,
Au Coin du Vietnam,4.8,Vietnamese,"1530 Rue Galt O, Sherbrooke, QC J1H 2B4",,,
Benny&Co ,4.7,Chicken,"2015 12e Avenue N, Sherbrooke, QC J1E",,,
Yuzu Sushi ,4.7,Japanese,"1830 Rue King Ouest, Sherbrooke, QC J1J 2E2",,,
Resto-Brasserie Le Dauphin,4.3,Comfort food,"1269, Rue King Est, Sherbrooke, Qc J1g 1e7,",,,
M. Souvlaki ,4.4,Greek,"3050 Portland Boulevard #103, Sherbrooke, QC J1L",,,
Shaker ,4.8,Bar food,"3050 Boul. De Portland, #N36, Sherbrooke, Quebec J1L",,,
Pizzéria No. 900 ,4.7,Pizza,"3200 Rue King Ouest A-130, Sherbrooke, Quebec J1J",,,
Chocolats Favoris ,4.7,Desserts,"1836 Rue King Ouest, Sherbrooke, QC J1J 2E2",,,
Valentine ,4.7,Canadian,"13e Avenue Nord, 889, Sherbrooke, Quebec J1E 3E5",,,
PizzBox ,4.9,Pizza,"4700 Boulevard De Portland, SUITE 300, Sherbrooke, QC J1L",,,
PizzBox ,4.6,Pizza,"2015 12e Avenue N, #530, Sherbrooke, QC J1E",,,
Au Roi Du Coq Roti,4.5,Poutine,"90 Rue Camirand Sherbrooke, Qc J1h 4j5 Canada,",,,
Thaizone ,4.4,Thai,"1780, Rue King Ouest, Sherbrooke, QUÉBEC J1J",,,
Kobo Ramen,4.7,Asian,"1 Rue Wellington N, Sherbrooke, Québec J1H 5A9",,,
Tok-Tok ,4.1,Korean,"2960 Rue King Ouest, Sherbrooke, NAMER J1L 1Y7",,,
Manchu Wok ,4.4,Chinese,"3050 Portland Boulevard #102, Sherbrooke, QC J1L",,,
King Shawarmas ,4.9,Mediterranean,"230 Rue King Ouest, Sherbrooke, NAMER J1H 1P9",,,
Sushi Shop - Sherbrooke,4.8,Sushi,"2655 Rue King O, Sherbrooke, QC J1L 2G4",,,
Traditions Gourmet,0,Comfort food,"930 13 Avenue Nord, Sherbrooke, QC J1E",,,
Allo Couscous Shish Taouk ,4.8,Lebanese,"613 Rue King Est, Sherbrooke, QC J1G 1B9",,,
Guacamole y Tequila,4.5,Mexican,"2340 Rue King Ouest, Sherbrooke, QC J1J 2E8",,,
Chez Rima ,4.7,Lebanese,"2128 Rue Galt O, Sherbrooke, QC J1K",,,
Restaurant Oli Shish-Taouk,4.6,Mediterranean,"2670 Rue Galt O, Sherbrooke, Qc J1K",,,
Thai Express ,4.5,Thai,"2015 12e Av N, Sherbrooke, QC J1E 4J5",,,
El Pastaman - Sherbrooke,4.5,Pasta,"147 Rue Alexandre, Sherbrooke, NAMER J1H 4S5",,,
Super Pita,4.7,Salads,"651 Rue King Est, Sherbrooke, QC J1G 1C1",,,
Pasha Shish Taouk,4.9,Mediterranean,"1177 12e Avenue Nord, Sherbrooke, NAMER J1E 2X4",,,
Quesada Burritos and Tacos ,4.3,Mexican,"3550 Rue Galt Ouest, Suite 600, Sherbrooke, QC J1K",,,
Mystea,0,Coffee & tea,"373 Rue King Est, Sherbrooke, NAMER J1G 1A8",,,
Quesada Burritos and Tacos ,4.7,Tex Mex,"5983 Chemin De Saint-Élie, #700D, Sherbrooke, Québec J1R 0L6",,,
Café restaurant L,0,BBQ,"196 Rue Wellington Nord  , Sherbrooke, QC J1H",,,
Cinéma Galaxy Sherbrooke,4.9,American,"4204 Rue Bertrand-Fabi, Sherbrooke, Québec J1N 3Y2",,,
Allo Mon Coco - Sherbrooke,4.3,Coffee & tea,"3050 Boulevard De Portland Sherbrooke, Qc J1l 1r8 Canada,",,,
Mr. Puffs ,4.6,Desserts,"763 Rue King Est Sherbrooke, Qc J1g 1c6 Canada,",,,
Freshii ,4.6,Bowls,"3200 Rue King Ouest, Sherbrooke, Qc J1l 1c9, Canada, A120, J1J",,,
Poulet Rouge ,4.8,Halal,"4796 Boulevard Bourque Sherbrooke, Qc J1n 2a7 Canada,",,,
Au Sanglier Doré,0,Comfort food,"1410 Rue King Ouest, Sherbrooke, QC J1J 2C2",,,
﻿Restaurant Name,Rating,Category,Address,,,
Burger King #2374 ,4.4,American,"2840 Arthur St E, Thunder Bay, On P7E",,,
Pizza Pizza ,4.5,Chicken Strips,"425 Edward St N, Thunder Bay, On P7C",,,
Chicken Chicken ,4,Wings,"425 Edward St N, Thunder Bay, On P7C",,,
McDonald's ,4.6,Burgers,"201 Arthur St., Thunder Bay, ON P7E 5P7",,,
Boston Pizza ,4.1,Italian,"217 W. Arthur Street, Thunder Bay, ON P7E",,,
Pizza Hut ,4.4,Pizza,"707 Memorial Ave., Thunder Bay, ON P7B",,,
Goodlife Foods Co.,4.7,Indian,"701 Memorial Ave , Unit 4, Thunder Bay, ON P7B",,,
Starbucks ,4.4,Bakery,"949 Fort William Road, D8, Thunder Bay, ON P7C",,,
Papa Johns,4.3,American,"160 Waterloo Street North, Thunder Bay, NAMER P7C 6A8",,,
Popeyes ,4.4,American,"959 Fort William Road, Thunder Bay, NAMER P7B 3A6",,,
M&M Food Market ,0,Grocery,"509 North Edward St., Thunder Bay, NAMER P7C4R1",,,
KFC ,4.4,American,"2013 Arthur Street East, Thunder Bay, ON P7C",,,
Robin's ,0,American,"300 May Street South, Thunder Bay, ON P7E 1B6",,,
Wendy's ,4.2,Fast food,"950 Memorial Avenue, Thunder Bay, ON P7B 4A2",,,
Monsoon Indian Cuisine,4.3,Indian,"588 Arthur St W, Thunder Bay, ON P7E",,,
Osmows ,4.7,salad,"595 Arthur Street West Thunder Bay, On P7e 5r5 Canada,",,,
Curry Up Now,4.1,Healthy,"701 Memorial Ave , Unit 4, Thunder Bay, ON P7B",,,
Taco Time ,4.4,Burritos,"679 Memorial Avenue, Thunder Bay, ON P7B",,,
Pho Umami,4.7,Vietnamese,"845 May Street North, Unit #C, Thunder Bay, ON P7C",,,
Kelseys ,4.5,Wings,"805 Memorial Ave, Thunder Bay, ON P7B 3Z7",,,
A&W ,4.4,Fast food,"526 Memorial Ave, Thunder Bay, ON P7B 3Y8",,,
Salween Restaurant,4.8,Thai,"505 Simpson St, Thunder Bay, ON P7C 3J5",,,
Little Caesars ,4.7,Pizza,"588 Arthur St. W., Thunder Bay, ON P7E 5R7",,,
Macao Imperial Tea ,0,Asian,"588 Arthur St W, Thunder Bay, ON P7E 5R7",,,
The Bannock Lady,0,Fried Foods,"1000 Fort William Road, D1, Thunder Bay, ON P7B 6B9",,,
Tokyo House,4.4,Sushi,"231 Arthur Street West, Thunder Bay, ON P7E",,,
Guac Mexi Grill ,4.9,Mexican,"570 Harbour Expressway, Thunder Bay, NAMER P7B 6P4",,,
Golden Wok,4.6,Asian,"106 May St S, Thunder Bay, P7C",,,
Wacky's Wings ,4.5,American,"540 High St. S., Thunder Bay, Ontario P7B",,,
Subway ,4,American,"425 Edward St N, Thunder Bay, Ontario P7C",,,
Canadian Tire Gas+ ,0,Snacks,"943 Fort William Rd., Thunder Bay, ON P7B 3A6",,,
Woking Bird,0,Chinese,"425 Edward St N Thunder Bay, Ontario P7c 4p7,",,,
Montana's ,4.3,BBQ,"615 Sibley Dr, Thunder Bay, ON P7B",,,
Bliss,0,Vegan,"567 Memorial Avenue, 2, Thunder Bay, ON P7B 3Z1",,,
Metro ,4.3,Grocery,"505 Arthur St. W, Thunder Bay, NAMER P7E5R5",,,
Edo Japan -  Brentwood Village,4.7,Asian,"595 Arthur Street West, Thunder Bay, ON P7E 5R5",,,
PetSmart ,0,Pet supplies,"787 Memorial Ave. Thunder Bay, On P7b 3z7 Ca,",,,
Freshii ,4.8,Bowls,"588 Arthur St W, Thunder Bay, ON P7E",,,
Arby's ,4.7,Sandwich,"854 Red River Road Thunder Bay, On P7b 1k2 Canada,",,,
BarBurrito ,4.7,Mexican,"Unit 301-595 Arthur St W, Thunderbay, ON P7E",,,
Kavuru's Indian Bistro,4,Indian,"250 Red River Rd, Thunder Bay, ON P7A",,,
BeefCakes Burger Factory,4.8,Burgers,"481 Hodder Ave, Thunder Bay, ON P7A",,,
Manchu Wok ,4.5,Chinese,"1000 Fort William Road, Thunder Bay, ON P7B 6B9",,,
Pita Pit ,4.2,Breakfast and brunch,"500 Arthur St. West, Unit A, Thunder Bay, ON P7E 5R4",,,
FROST N'ROLLS,4.5,Desserts,"100 Arthur St W Thunder Bay, On P7e 5p6 Canada,",,,
Menchie's ,4.3,Ice Cream & Frozen Yogurt,"425 Edward St N, Thunder Bay, ON P7C 4P7",,,
The Brew Pub,0,American,"23 Cumberland Street S, Thunder Bay, ON P7B2T3",,,
Milktease Bubble Tea,0,Desserts,"307 Euclid Avenue, Thunder Bay, NAMER P7E 6G6",,,
Rocky Mtn Chocolate ,0,Specialty Foods,"1000 Fort William Road, D019, Thunder Bay, ON P7B",,,
Island Spice Jerk House,4.8,Caribbean,"71 Algoma Street South, S2, Thunder Bay, ON P7B",,,
Famous Tandoor,4.1,Indian,"188 Algoma St S, Thunder Bay, NAMER P7B 3B9",,,
Shell ,4.6,Everyday Essentials,"888 Red River Rd, Thunder Bay, Ontario P7A",,,
Village Market Kitchen,4.1,Asian fusion,"336 Wardrope Ave, Thunder Bay, NAMER P7G 2H2",,,
Wasabi Japanese Restaurant,4.3,Japanese,"538 Arthur Street West Thunder Bay, On P7e 5r5,",,,
Vedic Foods,4.3,Indian,"1600 Dease Street, Thunder Bay, ON P7C 5H4",,,
Sushi Station,4.8,Sushi,"280 Algoma St S, Thunder Bay, ON P7B 3C2",,,
SilverCity Thunder Bay Cinemas,4.4,American,"850 North May Street, Thunder Bay, ON P7C 6A5",,,
Alley's Corner Variety,0,Convenience,"700 Franklin St S, Thunder Bay, ON P7E",,,
Royal Paan & Punjaabi ,0,Indian,"1186 Memorial Avenue Unit 10 Thunder Bay, On P7b 5k5,",,,
H.K. Jade Express,0,Dim Sum,"254 Bay St Thunder Bay, Ontario P7b 1r3 Canada,",,,
El Tres,4.6,Mexican,"269 Red River Road, Thunder Bay, ON P7B",,,
Red Lion Smokehouse,4.4,BBQ,"16 Cumberland St S, Thunder Bay, ON P7B",,,
Feta&olives,0,Mediterranean,"1000 Fort William Rd, Thunder Bay, On P7B",,,
Tim Hortons ,0,Bakery,"390-398 Cumberland St North, Thunder Bay, ON P7A",,,
Barbecupid,0,Comfort food,"209 Red River Road, Thunder Bay, Ontario P7B",,,
Galaxy Lanes Ltd,0,American,"636 Arthur Street West, Thunder Bay, ON P7E 5R8",,,
Swiss Chalet  ,0,American,"879 Fort William Rd, Thunder Bay, ON P7C",,,
The fastlane bar and grill,0,Bar / Pub Food,"180 Macdougall St, Thunder Bay, ON P7A 2K3",,,
Royal Aleppo Food,0,Middle Eastern,"17 St Paul St, Thunder Bay, ON P7A 4S4",,,
Tortillatwist,0,Mexican,"1101 Victoria Avenue East, Thunder Bay, ON P7C",,,
On Deck,0,Wings,"54 Cumberland St North Thunder Bay, On P7A",,,
Home Sweet Home Cafe,4.9,Burgers,"516 Victoria Ave E, Thunder Bay, ON P7C 1A7",,,
Zackss,0,Pasta,"215 Cumming St Thunder Bay, On P7c 1n8 Canada,",,,
Seler Restaurant,0,Pub,"555 Dunlop Street, Thunder Bay, NAMER P7B 6S1",,,
Subway ,0,American,"1072 Oliver Rd, 1, Thunder Bay, ON P7B7A4",,,
Wild Thyme,0,Coffee & tea,"55 Cumberland Street South, Thunder Bay, ON P7B 2T6",,,
FINE FOOD MARKET ,4.8,American,"711 Bay St, Toronto, ON M5G",,,
McDonald's ,4.8,Burgers,"121 Front St E, Toronto, ON M5A",,,
Aroma Espresso Bar ,4.9,Breakfast and brunch,"121 King St W, Toronto, NAMER M5X",,,
7-Eleven ,4.5,Wings,"372 Bay Street @ Richmond, Toronto, ON M5H 2W9",,,
Sunset Grill ,4.6,Breakfast and brunch,"1 Richmond St. West (#130), Toronto, ON M5H 3W4",,,
Starbucks ,4.9,Bakery,"485 Church Street, Toronto, ON M4Y 2C6",,,
Subway ,4.8,American,"393 Front St W, Toronto, ON M5V",,,
Neo Coffee Bar ,4.4,Cafe,"770 Bay St , Unit 3, Toronto, ON M5G 0A6",,,
FUEL+ ,4.5,Healthy,"469 Front St E, Toronto, ON M5A",,,
Stacked Pancake & Breakfast House ,4.7,Breakfast and brunch,"425 Danforth Ave, Toronto, ON M4K 1P1",,,
A&W ,4.5,Fast food,"372 Queen St W, Toronto, ON M5V 2A3",,,
Krispy Kreme ,4.9,Desserts,"164 Mccaul St, Toronto, ON M5T 1W4",,,
Mos Mos Cookie Shop ,4.8,Coffee & tea,"655 Bay St, Toronto, Ontario M5G 2K4",,,
Eggsmart ,4.3,Breakfast and brunch,"864 Bloor St W, Toronto, ON M6G",,,
Tim Hortons ,4.6,Donuts,"657 University Ave, Toronto, NAMER M5G 2C4",,,
Second Cup ft. Pinkberry ,0,Coffee & tea,"289 King St W, Toronto, Ontario M5V",,,
Cinnabon ,4.4,Bakery,"500 Oriole Parkway , Unit 4, Toronto, ON M5P",,,
Nova Era Bakery,4.7,American,"1480 Saint Clair Avenue West, Toronto, NAMER M6E",,,
Wendy's ,4.3,Fast food,"731 Eastern Avenue, Toronto, ON M4M 3H6",,,
Booster Juice ,5,Healthy,"2 Queen St E, Toronto, On M5c 3g7, Canada, M5B",,,
Smokers Mart,4.6,Convenience,"1061 Gerrard St E, Toronto, ON M4M",,,
The Bagel House ,4.7,Sandwich,"450 Eglinton Ave W, Toronto, ON M5N 1A5",,,
Harvey's ,4.7,American,"805 The Queensway, Toronto, ON M8Z 1N6",,,
Bagels on Fire,4.8,Bakery,"2248 Queen St E, Toronto, ON M4E",,,
Walmart ,0,Grocery,"900 Dufferin St, Toronto, ON M6H",,,
COBS Bread ,4.9,Bakery,"#3 - 270 The Kingsway, Etobicoke, ON M9A",,,
Metro ,4.7,Grocery,"656 Eglinton Ave., Toronto, NAMER M4P 1P1",,,
Smoothie Bar ,4.6,Juice & Smoothies,"25 Ordnance Street, Toronto, ON M6K 1A1",,,
Rolltation ,4.5,Healthy,"758 Yonge St, Toronto, ON M4Y",,,
Chick-Wings on Liberty,4.8,Comfort food,"129 Jefferson, Toronto, ON M6K3E4",,,
Gong Cha ,4.7,Desserts,"2027 Yonge St, Toronto, ON M4S 2A2",,,
Real Fruit Bubble Tea ,5,Asian,"5095 Yonge Street , Unit A11, Toronto, ON M2N 6Z4",,,
Shuyi Tealicious 书亦烧仙草,4.8,Bubble tea,"37 Sheppard Ave E, Toronto, ON M2N 2Z8",,,
COPS,4.9,Cafe,"445 Adelaide St W, Toronto, On M5V 1T1",,,
